,date,Code,CO,NO_2,NOx,O_3,PM10,SO_2,NO,station,type,nördliche Breite,östliche Länge
7307,2018-03-26,mw088,0.29130434782608694,41.95652173913044,71.78260869565217,37.95652173913044,32.791666666666664,,19.608695652173914,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7308,2018-03-26,mc027,,26.041666666666668,28.666666666666668,42.666666666666664,,,1.5,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7309,2018-03-26,mc145,,15.375,19.166666666666668,46.666666666666664,,,2.4583333333333335,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7310,2018-03-26,mc018,,29.666666666666668,36.708333333333336,,,,4.625,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7311,2018-03-26,mc174,0.35000000000000003,40.583333333333336,73.79166666666667,,39.083333333333336,1.125,21.708333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7312,2018-03-26,mc077,,17.25,24.958333333333332,41.0,23.125,,5.166666666666667,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7313,2018-03-27,mc124,,49.958333333333336,133.20833333333334,,20.833333333333332,,54.416666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7314,2018-03-27,mc042,,23.791666666666668,29.416666666666668,56.958333333333336,16.541666666666668,,3.75,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7315,2018-03-27,mc282,,22.166666666666668,27.375,,,0.625,3.2916666666666665,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7316,2018-03-27,mw088,0.3291666666666667,56.5,126.91666666666667,39.30434782608695,21.375,,46.083333333333336,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7317,2018-03-27,mc117,0.36250000000000004,54.375,109.66666666666667,,20.583333333333332,,36.166666666666664,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7318,2018-03-27,mc085,,12.958333333333334,15.458333333333334,61.625,14.583333333333334,,1.5416666666666667,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7319,2018-03-27,mc077,,13.375,16.125,55.0,14.208333333333334,,1.9583333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7320,2018-03-27,mc220,,55.25,123.70833333333333,,24.166666666666668,,44.791666666666664,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7321,2018-03-27,mc032,,10.791666666666666,12.083333333333334,61.416666666666664,12.25,,0.9166666666666666,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7322,2018-03-27,mc115,,54.708333333333336,118.20833333333333,,,,41.541666666666664,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7323,2018-03-27,mc027,,15.833333333333334,17.208333333333332,60.458333333333336,,,0.9583333333333334,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7324,2018-03-27,mc145,,12.625,13.583333333333334,61.333333333333336,,,0.6666666666666666,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7325,2018-03-27,mc018,,26.208333333333332,30.333333333333332,,,,2.7916666666666665,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7326,2018-03-27,mc171,,24.458333333333332,30.541666666666668,,16.166666666666668,,4.041666666666667,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7327,2018-03-27,mc143,,61.47826086956522,154.2173913043478,,25.25,,60.78260869565217,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7328,2018-03-27,mc174,0.34583333333333344,48.958333333333336,99.04166666666667,,25.416666666666668,0.9166666666666666,32.708333333333336,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7329,2018-03-27,mc010,,29.166666666666668,40.583333333333336,53.708333333333336,16.75,,7.541666666666667,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7330,2018-03-28,mc032,,21.25,22.625,42.041666666666664,24.958333333333332,,0.875,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7331,2018-03-28,mc042,,20.291666666666668,24.416666666666668,43.0,29.25,,2.6666666666666665,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7332,2018-03-28,mc124,,21.708333333333332,30.875,,30.208333333333332,,6.083333333333333,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7333,2018-03-28,mc282,,14.416666666666666,16.791666666666668,,,0.5833333333333334,1.4583333333333333,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7334,2018-03-28,mc174,0.41666666666666674,42.916666666666664,95.08333333333333,,35.125,0.9583333333333334,34.125,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7335,2018-03-28,mc027,,19.208333333333332,20.458333333333332,42.333333333333336,,,0.75,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7336,2018-03-28,mc171,,22.041666666666668,25.416666666666668,,28.208333333333332,,2.0833333333333335,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7337,2018-03-28,mc115,,47.5,103.58333333333333,,,,36.708333333333336,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7338,2018-03-28,mc010,,26.875,32.166666666666664,39.166666666666664,31.208333333333332,,3.4166666666666665,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7339,2018-03-28,mc085,,9.625,10.708333333333334,52.375,27.708333333333332,,0.6666666666666666,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7340,2018-03-28,mc145,,11.125,11.0,49.458333333333336,,,0.041666666666666664,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7341,2018-03-28,mc117,0.35833333333333356,40.875,70.70833333333333,,32.125,,19.458333333333332,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7342,2018-03-28,mc077,,11.416666666666666,13.166666666666666,45.458333333333336,27.708333333333332,,1.2083333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7343,2018-03-28,mw088,0.47083333333333327,55.5,161.91666666666666,27.0,34.791666666666664,,69.625,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7344,2018-03-28,mc143,,61.291666666666664,190.54166666666666,,38.25,,84.83333333333333,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7345,2018-03-28,mc220,,37.791666666666664,64.45833333333333,,34.333333333333336,,17.5,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7346,2018-03-28,mc018,,31.583333333333332,37.541666666666664,,,,4.0,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7347,2018-03-29,mc117,0.3625,35.333333333333336,72.45833333333333,,20.291666666666668,,24.25,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7348,2018-03-29,mc085,,12.958333333333334,13.708333333333334,58.833333333333336,17.75,,0.375,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7349,2018-03-29,mc220,,59.25,152.58333333333334,,24.333333333333332,,61.041666666666664,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7350,2018-03-29,mc018,,19.5,23.291666666666668,,,,2.4583333333333335,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7351,2018-03-29,mc145,,7.916666666666667,8.583333333333334,57.375,,,0.5833333333333334,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7352,2018-03-29,mc143,,52.083333333333336,111.83333333333333,,25.708333333333332,,38.916666666666664,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7353,2018-03-29,mc174,0.3875000000000001,44.25,89.125,,24.333333333333332,0.75,29.333333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7354,2018-03-29,mc077,,11.666666666666666,13.291666666666666,50.083333333333336,15.083333333333334,,1.0416666666666667,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7355,2018-03-29,mc010,,26.041666666666668,33.208333333333336,47.0,17.416666666666668,,4.833333333333333,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7356,2018-03-29,mc124,,50.25,118.41666666666667,,25.875,,44.416666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7357,2018-03-29,mc171,,23.916666666666668,27.791666666666668,,16.5,,2.5,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7358,2018-03-29,mc027,,11.0,12.083333333333334,57.208333333333336,,,0.5,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7359,2018-03-29,mc032,,8.875,9.083333333333334,58.666666666666664,14.416666666666666,,0.0,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7360,2018-03-29,mc282,,20.25,22.833333333333332,,,0.041666666666666664,1.6666666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7361,2018-03-29,mc115,,35.958333333333336,64.29166666666667,,,,18.541666666666668,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7362,2018-03-29,mw088,0.3583333333333334,40.0,87.33333333333333,40.541666666666664,20.083333333333332,,30.916666666666668,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7363,2018-03-29,mc042,,27.291666666666668,32.875,47.666666666666664,17.875,,3.625,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7364,2018-03-30,mc174,0.3249999999999999,25.708333333333332,38.5,,23.25,0.4583333333333333,8.375,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7365,2018-03-30,mc115,,40.916666666666664,80.375,,,,26.25,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7366,2018-03-30,mc027,,13.708333333333334,15.5,53.916666666666664,,,1.125,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7367,2018-03-30,mc124,,35.916666666666664,69.875,,25.541666666666668,,22.25,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7368,2018-03-30,mw088,0.29583333333333334,41.583333333333336,70.83333333333333,49.5,22.666666666666668,,19.208333333333332,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7369,2018-03-30,mc171,,15.916666666666666,18.333333333333332,,17.916666666666668,,1.5,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7370,2018-03-30,mc010,,20.375,25.416666666666668,63.291666666666664,19.125,,3.25,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7371,2018-03-30,mc282,,17.875,20.583333333333332,,,0.7083333333333334,1.7916666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7372,2018-03-30,mc018,,21.416666666666668,24.416666666666668,,,,2.0,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7373,2018-03-30,mc143,,45.291666666666664,85.08333333333333,,27.125,,25.875,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7374,2018-03-30,mc032,,12.416666666666666,13.916666666666666,52.916666666666664,17.666666666666668,,0.875,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7375,2018-03-30,mc117,0.33333333333333326,30.625,46.125,,22.708333333333332,,10.25,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7376,2018-03-30,mc220,,32.208333333333336,50.25,,23.375,,11.916666666666666,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7377,2018-03-30,mc145,,4.0,4.916666666666667,72.41666666666667,,,0.5833333333333334,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7378,2018-03-30,mc085,,13.708333333333334,15.791666666666666,57.625,20.166666666666668,,1.2916666666666667,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7379,2018-03-30,mc042,,21.291666666666668,24.083333333333332,59.833333333333336,19.125,,1.7916666666666667,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7380,2018-03-30,mc077,,6.291666666666667,7.25,65.91666666666667,17.166666666666668,,0.625,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7381,2018-03-31,mc124,,35.041666666666664,64.04166666666667,,30.0,,18.916666666666668,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7382,2018-03-31,mw088,0.3791666666666667,50.291666666666664,93.875,32.791666666666664,30.583333333333332,,28.541666666666668,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7383,2018-03-31,mc027,,15.166666666666666,15.791666666666666,50.541666666666664,,,0.25,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7384,2018-03-31,mc042,,20.666666666666668,23.75,51.083333333333336,27.208333333333332,,1.9583333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7385,2018-03-31,mc282,,14.208333333333334,15.708333333333334,,,0.6666666666666666,1.0,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7386,2018-03-31,mc171,,17.5,19.375,,25.5,,1.25,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7387,2018-03-31,mc174,0.3625000000000001,25.083333333333332,34.791666666666664,,31.291666666666668,0.6666666666666666,6.25,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7388,2018-03-31,mc032,,14.958333333333334,16.333333333333332,53.041666666666664,23.0,,0.8333333333333334,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7389,2018-03-31,mc085,,12.958333333333334,13.458333333333334,53.5,27.958333333333332,,0.2916666666666667,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7390,2018-03-31,mc018,,26.458333333333332,29.416666666666668,,,,1.8333333333333333,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7391,2018-03-31,mc077,,6.5,6.75,55.375,26.166666666666668,,0.0,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7392,2018-03-31,mc115,,39.416666666666664,77.54166666666667,,,,25.166666666666668,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7393,2018-03-31,mc143,,44.458333333333336,103.125,,34.666666666666664,,38.291666666666664,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7394,2018-03-31,mc117,0.5375,36.25,56.208333333333336,,29.375,,13.125,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7395,2018-03-31,mc145,,5.416666666666667,6.125,59.875,,,0.7083333333333334,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7396,2018-03-31,mc220,,34.291666666666664,62.166666666666664,,33.125,,18.208333333333332,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7397,2018-03-31,mc010,,19.0,21.375,53.916666666666664,27.5,,1.4583333333333333,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7398,2018-04-01,mc124,,22.458333333333332,47.0,,12.416666666666666,,16.083333333333332,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7399,2018-04-01,mw088,0.2083333333333334,20.083333333333332,26.125,61.791666666666664,11.666666666666666,,4.041666666666667,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7400,2018-04-01,mc282,,14.375,16.333333333333332,,,0.041666666666666664,1.3333333333333333,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7401,2018-04-01,mc042,,15.333333333333334,18.416666666666668,63.166666666666664,10.833333333333334,,1.9583333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7402,2018-04-01,mc145,,4.583333333333333,5.25,71.75,,,0.20833333333333334,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7403,2018-04-01,mc117,0.31249999999999994,17.458333333333332,30.666666666666668,,11.541666666666666,,8.583333333333334,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7404,2018-04-01,mc018,,11.208333333333334,12.166666666666666,,,,0.625,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7405,2018-04-01,mc115,,19.291666666666668,25.625,,,,4.208333333333333,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7406,2018-04-01,mc010,,32.666666666666664,45.666666666666664,51.833333333333336,10.25,,8.625,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7407,2018-04-01,mc171,,12.041666666666666,14.333333333333334,,9.583333333333334,,1.5416666666666667,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7408,2018-04-01,mc027,,3.8333333333333335,5.0,70.45833333333333,,,0.875,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7409,2018-04-01,mc085,,12.041666666666666,12.625,64.25,11.083333333333334,,0.3333333333333333,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7410,2018-04-01,mc174,0.32916666666666666,20.791666666666668,31.875,,12.041666666666666,0.0,7.208333333333333,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7411,2018-04-01,mc143,,16.666666666666668,21.125,,13.958333333333334,,3.0416666666666665,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7412,2018-04-01,mc077,,6.25,6.833333333333333,63.791666666666664,9.333333333333334,,0.3333333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7413,2018-04-01,mc032,,3.6666666666666665,4.166666666666667,73.0,8.708333333333334,,0.2916666666666667,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7414,2018-04-01,mc220,,33.125,65.45833333333333,,12.916666666666666,,21.166666666666668,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7415,2018-04-02,mc282,,15.083333333333334,17.208333333333332,,,0.4583333333333333,1.5416666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7416,2018-04-02,mc115,,30.833333333333332,49.708333333333336,,,,12.416666666666666,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7417,2018-04-02,mc027,,7.041666666666667,7.666666666666667,85.16666666666667,,,0.3333333333333333,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7418,2018-04-02,mc117,0.35000000000000003,26.458333333333332,38.333333333333336,,31.958333333333332,,7.708333333333333,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7419,2018-04-02,mc085,,8.583333333333334,9.458333333333334,83.33333333333333,25.583333333333332,,0.5833333333333334,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7420,2018-04-02,mc042,,16.869565217391305,19.17391304347826,78.66666666666667,27.958333333333332,,1.608695652173913,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7421,2018-04-02,mc032,,7.5,8.0,84.66666666666667,22.958333333333332,,0.041666666666666664,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7422,2018-04-02,mc174,0.4000000000000001,33.208333333333336,48.416666666666664,,34.041666666666664,0.5416666666666666,10.0,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7423,2018-04-02,mc171,,20.75,25.458333333333332,,27.291666666666668,,3.0416666666666665,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7424,2018-04-02,mc010,,27.75,36.166666666666664,70.16666666666667,29.083333333333332,,5.375,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7425,2018-04-02,mc220,,40.125,73.45833333333333,,34.666666666666664,,21.708333333333332,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7426,2018-04-02,mw088,0.3374999999999999,32.291666666666664,49.333333333333336,70.16666666666667,31.625,,11.0,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7427,2018-04-02,mc143,,30.5,48.916666666666664,,35.708333333333336,,12.0,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7428,2018-04-02,mc145,,5.041666666666667,5.583333333333333,80.08333333333333,,,0.16666666666666666,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7429,2018-04-02,mc077,,6.5,7.416666666666667,74.08333333333333,22.416666666666668,,0.5,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7430,2018-04-02,mc124,,34.0,59.708333333333336,,36.416666666666664,,16.791666666666668,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7431,2018-04-02,mc018,,16.0,16.541666666666668,,,,0.2916666666666667,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7432,2018-04-03,mc143,,69.08333333333333,178.54166666666666,,30.375,,71.66666666666667,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7433,2018-04-03,mc220,,70.16666666666667,161.83333333333334,,30.166666666666668,,60.083333333333336,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7434,2018-04-03,mc027,,9.458333333333334,9.875,68.70833333333333,,,0.25,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7435,2018-04-03,mc117,0.43333333333333335,57.083333333333336,113.45833333333333,,24.25,,36.916666666666664,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7436,2018-04-03,mc174,0.3875,43.875,78.125,,29.583333333333332,1.375,22.333333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7437,2018-04-03,mc115,,58.5,115.25,,,,37.291666666666664,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7438,2018-04-03,mc124,,51.75,107.45833333333333,,29.125,,36.458333333333336,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
7439,2018-04-03,mc085,,8.375,9.583333333333334,73.79166666666667,16.541666666666668,,0.5,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7440,2018-04-03,mc010,,34.25,45.625,53.458333333333336,19.583333333333332,,7.541666666666667,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7441,2018-04-03,mc042,,33.916666666666664,38.25,53.458333333333336,19.333333333333332,,2.8333333333333335,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7442,2018-04-03,mc018,,32.583333333333336,38.458333333333336,,,,4.041666666666667,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7443,2018-04-03,mc077,,17.166666666666668,18.416666666666668,58.791666666666664,17.375,,0.75,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7444,2018-04-03,mc145,,14.625,15.25,61.75,,,0.3333333333333333,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7445,2018-04-03,mc171,,36.0,44.625,,19.958333333333332,,5.583333333333333,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7446,2018-04-03,mc032,,15.291666666666666,16.333333333333332,61.291666666666664,15.166666666666666,,0.4166666666666667,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7447,2018-04-03,mw088,0.4166666666666667,63.541666666666664,148.20833333333334,38.333333333333336,26.083333333333332,,55.375,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7448,2018-04-03,mc282,,20.375,24.916666666666668,,,1.8333333333333333,3.0416666666666665,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7449,2018-04-04,mc174,0.3958333333333335,55.875,104.625,,35.5,1.625,32.0,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
7450,2018-04-04,mc085,,11.5,13.625,76.0,17.333333333333332,,1.2916666666666667,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
7451,2018-04-04,mc282,,21.583333333333332,37.458333333333336,,,1.0833333333333333,10.416666666666666,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
7452,2018-04-04,mc115,,62.083333333333336,114.08333333333333,,,,34.0,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
7453,2018-04-04,mc220,,71.04166666666667,152.33333333333334,,33.375,,53.25,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
7454,2018-04-04,mc145,,16.25,17.791666666666668,62.0,,,1.0416666666666667,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
7455,2018-04-04,mc117,0.3916666666666668,63.583333333333336,114.54166666666667,,27.541666666666668,,33.333333333333336,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
7456,2018-04-04,mc027,,11.625,12.875,70.83333333333333,,,0.75,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
7457,2018-04-04,mw088,0.3541666666666667,69.625,149.95833333333334,38.583333333333336,27.130434782608695,,52.625,088 Messwagen Leipziger Str.,Verkehr,"52°30'36.8""","13°23'17.2"""
7458,2018-04-04,mc042,,32.666666666666664,38.958333333333336,58.625,25.041666666666668,,4.0,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
7459,2018-04-04,mc018,,30.791666666666668,37.583333333333336,,,,4.583333333333333,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
7460,2018-04-04,mc143,,72.68181818181819,162.22727272727272,,34.375,,58.90909090909091,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
7461,2018-04-04,mc032,,19.5,20.416666666666668,61.291666666666664,16.166666666666668,,0.5833333333333334,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
7462,2018-04-04,mc077,,17.041666666666668,21.916666666666668,68.54166666666667,17.541666666666668,,3.0,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
7463,2018-04-04,mc010,,33.916666666666664,44.625,59.0,22.041666666666668,,7.0,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
7464,2018-04-04,mc171,,34.833333333333336,43.791666666666664,,21.708333333333332,,6.041666666666667,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
7465,2018-04-04,mc124,,55.25,130.20833333333334,,31.208333333333332,,49.041666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
