,date,Code,CO,NO_2,NOx,O_3,PM10,SO_2,NO,station,type,nördliche Breite,östliche Länge
3312,2017-07-27,mc010,,24.666666666666668,36.583333333333336,38.75,17.875,,7.833333333333333,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3313,2017-07-27,mc042,,20.0,25.5,44.833333333333336,18.833333333333332,,3.6666666666666665,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3314,2017-07-27,mc032,,5.75,5.666666666666667,43.125,14.916666666666666,,0.08333333333333333,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3315,2017-07-27,mc145,,7.125,7.833333333333333,42.625,,,0.375,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3316,2017-07-27,mc018,,14.791666666666666,17.666666666666668,,,,1.7916666666666667,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3317,2017-07-27,mc027,,6.833333333333333,8.75,51.583333333333336,,,1.2083333333333333,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3318,2017-07-27,mc085,,8.652173913043478,11.347826086956522,50.17391304347826,12.291666666666666,,2.0,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3319,2017-07-27,mc124,,54.458333333333336,147.83333333333334,,23.083333333333332,,61.125,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3320,2017-07-27,mc117,0.32083333333333336,41.708333333333336,85.41666666666667,,18.708333333333332,,28.708333333333332,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3321,2017-07-27,mc171,,24.565217391304348,33.608695652173914,,18.375,,5.608695652173913,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3322,2017-07-27,mc143,,40.5,86.66666666666667,,24.0,,30.208333333333332,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3323,2017-07-27,mc174,0.3304347826086957,39.72727272727273,83.72727272727273,,23.25,1.5217391304347827,29.043478260869566,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3324,2017-07-27,mc077,,10.571428571428571,10.571428571428571,,15.222222222222221,,0.0,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3325,2017-07-27,mc115,,45.083333333333336,91.25,,,,30.166666666666668,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3326,2017-07-27,mc220,,64.04166666666667,157.25,,25.25,,60.916666666666664,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3327,2017-07-27,mc282,,15.08695652173913,19.636363636363637,,,0.0,2.6956521739130435,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3328,2017-07-28,mc018,,13.083333333333334,15.0,,,,1.2083333333333333,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3329,2017-07-28,mc174,0.3291666666666668,40.208333333333336,82.125,,21.416666666666668,1.5,27.541666666666668,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3330,2017-07-28,mc115,,30.541666666666668,56.625,,,,17.25,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3331,2017-07-28,mc042,,18.833333333333332,22.958333333333332,50.833333333333336,18.083333333333332,,2.7083333333333335,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3332,2017-07-28,mc171,,20.458333333333332,26.0,,16.666666666666668,,3.5,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3333,2017-07-28,mc220,,53.166666666666664,126.91666666666667,,24.875,,48.625,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3334,2017-07-28,mc124,,52.291666666666664,132.33333333333334,,23.791666666666668,,52.333333333333336,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3335,2017-07-28,mc145,,5.166666666666667,5.916666666666667,52.125,,,0.4166666666666667,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3336,2017-07-28,mc077,,10.608695652173912,11.304347826086957,,13.833333333333334,,0.43478260869565216,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3337,2017-07-28,mc143,,30.916666666666668,60.416666666666664,,23.0,,19.375,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3338,2017-07-28,mc117,0.2791666666666666,34.916666666666664,68.08333333333333,,17.75,,21.708333333333332,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3339,2017-07-28,mc282,,14.208333333333334,16.208333333333332,,,0.043478260869565216,1.2916666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3340,2017-07-28,mc085,,8.75,10.791666666666666,52.875,12.833333333333334,,1.4166666666666667,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3341,2017-07-28,mc010,,22.041666666666668,28.541666666666668,48.458333333333336,16.416666666666668,,4.291666666666667,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3342,2017-07-28,mc032,,4.75,5.333333333333333,48.5,14.708333333333334,,0.625,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3343,2017-07-28,mc027,,7.75,9.416666666666666,52.333333333333336,,,1.4166666666666667,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3344,2017-07-29,mc027,,4.875,5.166666666666667,53.416666666666664,,,0.16666666666666666,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3345,2017-07-29,mc042,,20.708333333333332,23.0,49.0,19.0,,1.5833333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3346,2017-07-29,mc018,,18.541666666666668,20.416666666666668,,,,1.3333333333333333,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3347,2017-07-29,mc077,,15.208333333333334,15.916666666666666,,14.5,,0.625,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3348,2017-07-29,mc010,,21.125,25.166666666666668,47.291666666666664,17.75,,2.625,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3349,2017-07-29,mc145,,7.833333333333333,9.083333333333334,36.875,,,0.7083333333333334,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3350,2017-07-29,mc115,,48.666666666666664,103.79166666666667,,,,36.083333333333336,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3351,2017-07-29,mc117,0.29583333333333334,39.458333333333336,67.45833333333333,,17.0,,18.208333333333332,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3352,2017-07-29,mc174,0.32083333333333325,31.666666666666668,45.458333333333336,,23.041666666666668,1.3333333333333333,8.833333333333334,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3353,2017-07-29,mc220,,43.416666666666664,89.5,,24.875,,30.25,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3354,2017-07-29,mc085,,7.833333333333333,7.375,60.958333333333336,12.75,,0.041666666666666664,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3355,2017-07-29,mc143,,41.208333333333336,85.95833333333333,,24.708333333333332,,29.291666666666668,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3356,2017-07-29,mc282,,14.333333333333334,15.666666666666666,,,0.08333333333333333,0.9166666666666666,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3357,2017-07-29,mc032,,6.166666666666667,7.291666666666667,37.5,14.708333333333334,,0.9583333333333334,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3358,2017-07-29,mc171,,26.166666666666668,31.875,,17.291666666666668,,3.6666666666666665,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3359,2017-07-29,mc124,,40.458333333333336,83.25,,22.208333333333332,,27.958333333333332,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3360,2017-07-30,mc171,,22.041666666666668,27.75,,18.583333333333332,,3.5416666666666665,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3361,2017-07-30,mc145,,9.375,9.708333333333334,54.416666666666664,,,0.3333333333333333,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3362,2017-07-30,mc027,,7.166666666666667,7.458333333333333,71.29166666666667,,,0.041666666666666664,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3363,2017-07-30,mc220,,36.75,67.70833333333333,,24.041666666666668,,20.166666666666668,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3364,2017-07-30,mc282,,10.291666666666666,11.291666666666666,,,0.08333333333333333,0.4583333333333333,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3365,2017-07-30,mc032,,7.25,8.041666666666666,48.916666666666664,16.166666666666668,,0.4166666666666667,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3366,2017-07-30,mc010,,17.125,18.833333333333332,64.91666666666667,16.125,,1.2083333333333333,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3367,2017-07-30,mc117,0.2583333333333333,24.333333333333332,36.625,,,,8.041666666666666,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3368,2017-07-30,mc124,,29.458333333333332,47.125,,21.708333333333332,,11.458333333333334,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3369,2017-07-30,mc085,,5.458333333333333,4.833333333333333,76.41666666666667,12.833333333333334,,0.0,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3370,2017-07-30,mc018,,13.708333333333334,14.0,,,,0.20833333333333334,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3371,2017-07-30,mc115,,51.125,97.58333333333333,,,,30.583333333333332,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3372,2017-07-30,mc174,0.2875,24.375,32.083333333333336,,23.083333333333332,1.375,5.083333333333333,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3373,2017-07-30,mc077,,12.416666666666666,13.208333333333334,,19.708333333333332,,0.3333333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3374,2017-07-30,mc042,,15.416666666666666,17.291666666666668,68.625,20.083333333333332,,1.0833333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3375,2017-07-30,mc143,,37.958333333333336,70.625,,24.875,,21.541666666666668,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3376,2017-07-31,mc010,,27.041666666666668,31.208333333333332,56.333333333333336,15.0,,2.8333333333333335,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3377,2017-07-31,mc171,,24.625,29.083333333333332,,18.625,,2.9583333333333335,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3378,2017-07-31,mc115,,52.958333333333336,104.66666666666667,,,,33.791666666666664,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3379,2017-07-31,mc220,,57.083333333333336,122.45833333333333,,23.5,,42.791666666666664,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3380,2017-07-31,mc174,0.3166666666666667,42.083333333333336,73.45833333333333,,23.291666666666668,1.0416666666666667,20.583333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3381,2017-07-31,mc027,,8.5,8.958333333333334,61.916666666666664,,,0.4166666666666667,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3382,2017-07-31,mc282,,15.583333333333334,18.625,,,0.2916666666666667,1.9166666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3383,2017-07-31,mc117,0.325,51.208333333333336,89.95833333333333,,30.09090909090909,,25.458333333333332,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3384,2017-07-31,mc042,,21.5,23.875,61.458333333333336,17.916666666666668,,1.5416666666666667,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3385,2017-07-31,mc032,,7.708333333333333,8.5,46.333333333333336,13.875,,0.20833333333333334,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3386,2017-07-31,mc077,,11.083333333333334,17.125,,12.826086956521738,,4.083333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3387,2017-07-31,mc085,,8.875,9.666666666666666,65.16666666666667,11.208333333333334,,0.4583333333333333,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3388,2017-07-31,mc145,,7.958333333333333,9.333333333333334,50.083333333333336,,,1.0,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3389,2017-07-31,mc124,,56.30434782608695,126.21739130434783,,24.791666666666668,,45.73913043478261,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3390,2017-07-31,mc018,,17.708333333333332,19.791666666666668,,,,1.375,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3391,2017-07-31,mc143,,53.75,121.41666666666667,,23.958333333333332,,44.375,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3392,2017-08-01,mc077,,17.875,20.541666666666668,,14.791666666666666,,1.8333333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3393,2017-08-01,mc282,,16.5,19.791666666666668,,,0.16666666666666666,2.125,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3394,2017-08-01,mc143,,59.916666666666664,121.29166666666667,,24.541666666666668,,40.291666666666664,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3395,2017-08-01,mc117,0.3333333333333333,54.208333333333336,93.08333333333333,,20.916666666666668,,25.5,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3396,2017-08-01,mc220,,59.625,116.08333333333333,,24.0,,37.125,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3397,2017-08-01,mc115,,60.041666666666664,109.875,,,,32.666666666666664,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3398,2017-08-01,mc174,0.35833333333333345,51.458333333333336,85.58333333333333,,26.833333333333332,1.4166666666666667,22.416666666666668,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3399,2017-08-01,mc027,,9.791666666666666,10.291666666666666,64.54166666666667,,,0.3333333333333333,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3400,2017-08-01,mc010,,31.291666666666668,37.791666666666664,58.583333333333336,15.75,,4.166666666666667,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3401,2017-08-01,mc171,,29.666666666666668,33.916666666666664,,18.5,,2.9166666666666665,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3402,2017-08-01,mc032,,8.083333333333334,8.541666666666666,53.708333333333336,13.833333333333334,,0.125,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3403,2017-08-01,mc042,,24.875,28.25,63.375,17.583333333333332,,2.1666666666666665,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3404,2017-08-01,mc124,,58.958333333333336,116.58333333333333,,21.458333333333332,,37.791666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3405,2017-08-01,mc145,,14.708333333333334,15.875,52.291666666666664,,,0.75,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3406,2017-08-01,mc085,,9.416666666666666,10.5,70.83333333333333,11.833333333333334,,0.8333333333333334,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3407,2017-08-01,mc018,,20.0,21.541666666666668,,,,1.0833333333333333,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3408,2017-08-02,mc174,0.32916666666666666,44.0,73.83333333333333,,24.083333333333332,1.75,19.458333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3409,2017-08-02,mc085,,9.166666666666666,10.0,81.875,13.416666666666666,,0.5416666666666666,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3410,2017-08-02,mc018,,14.75,15.875,,,,0.7083333333333334,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3411,2017-08-02,mc117,0.325,50.208333333333336,82.83333333333333,,23.958333333333332,,21.291666666666668,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3412,2017-08-02,mc124,,65.125,140.875,,24.583333333333332,,49.583333333333336,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3413,2017-08-02,mc027,,8.5,9.291666666666666,74.29166666666667,,,0.3333333333333333,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3414,2017-08-02,mc282,,16.25,19.125,,,0.375,1.8333333333333333,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3415,2017-08-02,mc077,,10.625,11.375,,15.791666666666666,,0.3333333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3416,2017-08-02,mc010,,24.125,28.625,63.666666666666664,18.25,,2.875,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3417,2017-08-02,mc220,,50.958333333333336,99.20833333333333,,26.5,,31.625,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3418,2017-08-02,mc115,,39.291666666666664,66.5,,,,18.416666666666668,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3419,2017-08-02,mc145,,6.875,7.0,61.833333333333336,,,0.16666666666666666,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3420,2017-08-02,mc032,,7.125,7.375,63.375,16.0,,0.041666666666666664,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3421,2017-08-02,mc143,,43.875,77.0,,26.416666666666668,,21.75,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3422,2017-08-02,mc042,,18.458333333333332,21.125,75.20833333333333,21.041666666666668,,1.7916666666666667,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3423,2017-08-02,mc171,,22.833333333333332,26.25,,21.125,,2.375,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3424,2017-08-03,mc027,,10.291666666666666,11.458333333333334,60.583333333333336,,,0.8333333333333334,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3425,2017-08-03,mc010,,39.0,45.958333333333336,49.916666666666664,22.583333333333332,,4.5,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3426,2017-08-03,mc171,,31.75,37.625,,26.291666666666668,,3.875,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3427,2017-08-03,mc124,,55.041666666666664,105.08333333333333,,28.041666666666668,,32.791666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3428,2017-08-03,mc145,,9.666666666666666,10.833333333333334,44.0,,,0.6666666666666666,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3429,2017-08-03,mc018,,28.333333333333332,34.5,,,,4.041666666666667,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3430,2017-08-03,mc042,,28.875,35.875,58.0,25.916666666666668,,4.458333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3431,2017-08-03,mc085,,8.875,9.666666666666666,62.25,16.291666666666668,,0.5833333333333334,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3432,2017-08-03,mc174,0.39166666666666683,49.833333333333336,86.66666666666667,,30.833333333333332,1.4583333333333333,24.166666666666668,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3433,2017-08-03,mc032,,12.541666666666666,12.541666666666666,37.375,18.833333333333332,,0.2916666666666667,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3434,2017-08-03,mc115,,65.08333333333333,126.29166666666667,,,,40.333333333333336,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3435,2017-08-03,mc282,,16.625,20.375,,,0.20833333333333334,2.5416666666666665,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3436,2017-08-03,mc143,,69.69565217391305,153.7826086956522,,34.083333333333336,,55.04347826086956,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3437,2017-08-03,mc117,0.41666666666666674,62.5,111.08333333333333,,28.875,,31.75,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3438,2017-08-03,mc077,,13.333333333333334,16.25,,17.208333333333332,,1.9583333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3439,2017-08-03,mc220,,61.30434782608695,118.47826086956522,,31.791666666666668,,37.26086956521739,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3440,2017-08-04,mc032,,5.043478260869565,5.869565217391305,49.875,14.541666666666666,,0.5217391304347826,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3441,2017-08-04,mc143,,40.0,74.33333333333333,,24.958333333333332,,22.541666666666668,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3442,2017-08-04,mc174,0.32500000000000007,43.5,75.0,,22.0,1.4583333333333333,20.583333333333332,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3443,2017-08-04,mc085,,10.875,11.083333333333334,62.916666666666664,13.0,,0.25,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3444,2017-08-04,mc077,,11.458333333333334,13.958333333333334,,12.916666666666666,,1.7916666666666667,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3445,2017-08-04,mc042,,20.791666666666668,22.875,57.041666666666664,17.541666666666668,,1.3333333333333333,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3446,2017-08-04,mc018,,13.25,14.666666666666666,,,,1.0416666666666667,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3447,2017-08-04,mc115,,35.416666666666664,59.625,,,,15.875,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3448,2017-08-04,mc124,,56.666666666666664,127.91666666666667,,23.333333333333332,,46.541666666666664,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3449,2017-08-04,mc117,0.2708333333333332,41.17391304347826,72.17391304347827,,17.625,,20.391304347826086,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3450,2017-08-04,mc171,,22.583333333333332,28.625,,17.25,,4.083333333333333,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
3451,2017-08-04,mc027,,7.083333333333333,8.0,59.0,,,0.5416666666666666,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3452,2017-08-04,mc010,,26.125,30.541666666666668,54.75,15.291666666666666,,2.9166666666666665,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3453,2017-08-04,mc282,,16.291666666666668,18.708333333333332,,,0.2916666666666667,1.5416666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3454,2017-08-04,mc145,,5.333333333333333,6.25,55.0,,,0.6666666666666666,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3455,2017-08-04,mc220,,51.208333333333336,112.375,,23.75,,40.083333333333336,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3456,2017-08-05,mc117,0.23749999999999996,27.583333333333332,44.333333333333336,,12.125,,11.083333333333334,117 Schildhornstraße,Verkehr,"52° 27' 49,00""","13° 19' 5,70"""
3457,2017-08-05,mc042,,15.375,17.25,58.791666666666664,12.458333333333334,,1.375,042 Neukölln,Hintergrund,"52° 29' 21,98""","13° 25' 51,08"""
3458,2017-08-05,mc115,,31.708333333333332,55.041666666666664,,,,15.416666666666666,115 Hardenbergplatz,Verkehr,"52° 30' 23,76""","13° 19' 58,70"""
3459,2017-08-05,mc077,,8.083333333333334,8.75,,8.875,,0.3333333333333333,077 Buch,Stadtrand,"52° 38' 39""","13° 28' 59"""
3460,2017-08-05,mc124,,45.75,96.04166666666667,,17.625,,33.0,124 Mariendorfer Damm,Verkehr,52° 26' 17'',13° 23' 15''
3461,2017-08-05,mc085,,8.458333333333334,8.083333333333334,64.04166666666667,8.916666666666666,,0.041666666666666664,085 Friedrichshagen,Stadtrand,"52° 26' 51,71""","13° 38' 49,38"""
3462,2017-08-05,mc220,,34.375,68.29166666666667,,18.208333333333332,,22.291666666666668,220 Karl-Marx-Straße,Verkehr,"52° 28' 54,01""","13° 26' 2,28"""
3463,2017-08-05,mc282,,13.166666666666666,13.583333333333334,,,0.4583333333333333,0.2916666666666667,282 Karlshorst,Hintergrund,"52° 29' 7,0656""","13° 31' 46,2144"""
3464,2017-08-05,mc018,,11.75,12.458333333333334,,,,0.5833333333333334,018 Schöneberg,Hintergrund,"52° 29' 8,93""","13° 20' 55,59"""
3465,2017-08-05,mc010,,15.041666666666666,17.458333333333332,56.208333333333336,11.333333333333334,,1.5416666666666667,010 Wedding,Hintergrund,"52° 32' 34,9476""","13° 20' 57,5736"""
3466,2017-08-05,mc174,0.25,27.208333333333332,39.916666666666664,,16.0,1.25,8.25,174 Frankfurter Allee,Verkehr,"52° 30' 50,66""","13° 28' 11,75"""
3467,2017-08-05,mc145,,5.833333333333333,5.916666666666667,51.416666666666664,,,0.0,145 Frohnau,Stadtrand,"52° 39' 11,77""","13° 17' 45,89"""
3468,2017-08-05,mc143,,28.416666666666668,48.333333333333336,,18.041666666666668,,13.125,143 Silbersteinstraße,Verkehr,"52° 28' 3,04""","13° 26' 29,94"""
3469,2017-08-05,mc027,,7.333333333333333,8.208333333333334,58.958333333333336,,,0.4583333333333333,027 Marienfelde,Stadtrand,"52° 23' 54,26""","13° 22' 5,17"""
3470,2017-08-05,mc032,,6.083333333333333,6.333333333333333,55.666666666666664,9.0,,0.08333333333333333,032 Grunewald,Stadtrand,"52° 28' 23,49""","13° 13' 30,52"""
3471,2017-08-05,mc171,,17.041666666666668,20.75,,12.375,,2.4583333333333335,171 Mitte,Hintergrund,"52° 30' 48,98""","13° 25' 7,80"""
